GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,"Households; Estimate; Less than $10,000","Households; Margin of Error; Less than $10,000","Families; Estimate; Less than $10,000","Families; Margin of Error; Less than $10,000","Married-couple families; Estimate; Less than $10,000","Married-couple families; Margin of Error; Less than $10,000","Nonfamily households; Estimate; Less than $10,000","Nonfamily households; Margin of Error; Less than $10,000","Households; Estimate; $10,000 to $14,999","Households; Margin of Error; $10,000 to $14,999","Families; Estimate; $10,000 to $14,999","Families; Margin of Error; $10,000 to $14,999","Married-couple families; Estimate; $10,000 to $14,999","Married-couple families; Margin of Error; $10,000 to $14,999","Nonfamily households; Estimate; $10,000 to $14,999","Nonfamily households; Margin of Error; $10,000 to $14,999","Households; Estimate; $15,000 to $24,999","Households; Margin of Error; $15,000 to $24,999","Families; Estimate; $15,000 to $24,999","Families; Margin of Error; $15,000 to $24,999","Married-couple families; Estimate; $15,000 to $24,999","Married-couple families; Margin of Error; $15,000 to $24,999","Nonfamily households; Estimate; $15,000 to $24,999","Nonfamily households; Margin of Error; $15,000 to $24,999","Households; Estimate; $25,000 to $34,999","Households; Margin of Error; $25,000 to $34,999","Families; Estimate; $25,000 to $34,999","Families; Margin of Error; $25,000 to $34,999","Married-couple families; Estimate; $25,000 to $34,999","Married-couple families; Margin of Error; $25,000 to $34,999","Nonfamily households; Estimate; $25,000 to $34,999","Nonfamily households; Margin of Error; $25,000 to $34,999","Households; Estimate; $35,000 to $49,999","Households; Margin of Error; $35,000 to $49,999","Families; Estimate; $35,000 to $49,999","Families; Margin of Error; $35,000 to $49,999","Married-couple families; Estimate; $35,000 to $49,999","Married-couple families; Margin of Error; $35,000 to $49,999","Nonfamily households; Estimate; $35,000 to $49,999","Nonfamily households; Margin of Error; $35,000 to $49,999","Households; Estimate; $50,000 to $74,999","Households; Margin of Error; $50,000 to $74,999","Families; Estimate; $50,000 to $74,999","Families; Margin of Error; $50,000 to $74,999","Married-couple families; Estimate; $50,000 to $74,999","Married-couple families; Margin of Error; $50,000 to $74,999","Nonfamily households; Estimate; $50,000 to $74,999","Nonfamily households; Margin of Error; $50,000 to $74,999","Households; Estimate; $75,000 to $99,999","Households; Margin of Error; $75,000 to $99,999","Families; Estimate; $75,000 to $99,999","Families; Margin of Error; $75,000 to $99,999","Married-couple families; Estimate; $75,000 to $99,999","Married-couple families; Margin of Error; $75,000 to $99,999","Nonfamily households; Estimate; $75,000 to $99,999","Nonfamily households; Margin of Error; $75,000 to $99,999","Households; Estimate; $100,000 to $149,999","Households; Margin of Error; $100,000 to $149,999","Families; Estimate; $100,000 to $149,999","Families; Margin of Error; $100,000 to $149,999","Married-couple families; Estimate; $100,000 to $149,999","Married-couple families; Margin of Error; $100,000 to $149,999","Nonfamily households; Estimate; $100,000 to $149,999","Nonfamily households; Margin of Error; $100,000 to $149,999","Households; Estimate; $150,000 to $199,999","Households; Margin of Error; $150,000 to $199,999","Families; Estimate; $150,000 to $199,999","Families; Margin of Error; $150,000 to $199,999","Married-couple families; Estimate; $150,000 to $199,999","Married-couple families; Margin of Error; $150,000 to $199,999","Nonfamily households; Estimate; $150,000 to $199,999","Nonfamily households; Margin of Error; $150,000 to $199,999","Households; Estimate; $200,000 or more","Households; Margin of Error; $200,000 or more","Families; Estimate; $200,000 or more","Families; Margin of Error; $200,000 or more","Married-couple families; Estimate; $200,000 or more","Married-couple families; Margin of Error; $200,000 or more","Nonfamily households; Estimate; $200,000 or more","Nonfamily households; Margin of Error; $200,000 or more",Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars),Households; Estimate; Mean income (dollars),Households; Margin of Error; Mean income (dollars),Families; Estimate; Mean income (dollars),Families; Margin of Error; Mean income (dollars),Married-couple families; Estimate; Mean income (dollars),Married-couple families; Margin of Error; Mean income (dollars),Nonfamily households; Estimate; Mean income (dollars),Nonfamily households; Margin of Error; Mean income (dollars),Households; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Households; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Households; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1600000US0107000,0107000,"Birmingham city, Alabama",86653,3073,47176,2123,24144,2023,39477,3163,16.7,2.1,13.0,2.4,3.1,1.8,22.0,3.3,11.7,1.6,9.1,2.1,6.1,2.9,14.1,2.3,16.6,2.2,16.1,2.6,8.8,3.0,18.1,3.2,13.1,1.7,12.4,2.3,12.5,3.2,14.3,3.2,13.2,2.1,14.5,2.6,18.6,4.3,12.5,3.0,14.3,1.9,13.7,2.4,18.7,4.0,12.7,2.8,6.2,1.4,9.3,2.3,12.3,3.6,2.4,1.1,5.0,1.0,7.3,1.7,11.1,3.0,2.2,1.4,1.7,0.8,2.2,1.2,4.2,2.4,1.1,1.0,1.6,0.6,2.4,0.9,4.7,1.8,0.6,0.7,28646,2227,34116,3902,50737,4777,21775,1712,42726,2332,50961,3982,71952,7646,31998,3034,32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.0,(X)
1600000US0121184,0121184,"Dothan city, Alabama",25778,874,17091,771,12089,720,8687,689,9.3,1.3,6.2,1.3,0.4,0.4,16.2,3.0,6.5,1.1,4.2,1.1,1.2,0.6,11.8,2.4,13.6,1.6,11.9,1.9,6.6,1.7,19.2,3.0,13.0,1.8,11.2,1.9,10.6,2.2,15.5,3.4,14.9,1.8,13.8,2.1,14.0,2.6,15.2,2.9,16.0,1.9,18.2,2.5,21.6,3.2,11.3,3.1,11.4,2.0,15.3,2.8,19.7,3.8,3.8,1.3,8.5,2.0,10.3,1.9,13.5,2.4,4.9,4.2,3.0,1.0,4.1,1.4,5.6,1.9,0.9,0.9,3.7,1.1,4.9,1.4,6.9,1.9,1.3,1.1,41492,2784,53048,4182,69032,4045,26311,1995,61857,4773,73593,6143,91645,7974,36778,4581,28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.2,(X)
1600000US0135896,0135896,"Hoover city, Alabama",31005,2196,21744,1604,N,N,9261,2124,3.1,1.6,2.3,1.8,N,N,5.2,3.4,2.0,1.8,1.2,1.2,N,N,5.5,5.8,5.6,2.5,5.8,3.2,N,N,7.7,4.9,10.1,4.2,5.6,4.3,N,N,20.5,8.7,14.8,3.0,9.0,3.4,N,N,26.3,8.9,14.1,4.4,14.2,5.5,N,N,13.8,8.0,15.7,3.7,16.1,4.5,N,N,12.5,8.1,18.6,3.8,24.1,5.0,N,N,5.8,4.0,7.0,2.7,9.2,3.7,N,N,1.8,2.2,9.0,3.6,12.5,5.0,N,N,0.9,1.5,75352,8547,96065,6834,103131,11733,39670,4608,94823,9769,113148,12901,N,N,50011,8139,18.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),14.2,(X)
1600000US0137000,0137000,"Huntsville city, Alabama",76252,2879,45594,2393,29156,1877,30658,2692,8.6,1.4,4.7,1.3,0.7,0.5,15.5,3.0,6.9,1.5,6.9,2.2,2.6,1.3,8.7,2.1,14.0,2.2,9.1,2.0,4.6,1.8,21.3,3.9,10.8,1.7,9.6,2.4,6.7,2.1,12.8,3.2,13.4,1.5,12.8,2.3,12.0,2.9,15.2,2.7,15.5,2.2,16.1,2.6,16.9,2.8,13.2,3.4,9.5,1.8,10.7,2.0,13.8,3.2,5.1,2.0,13.0,1.8,17.8,3.0,23.9,3.4,7.5,2.5,4.1,1.1,5.6,1.3,8.6,2.1,0.3,0.4,4.2,1.0,6.8,1.6,10.2,2.4,0.4,0.4,45018,2889,60455,4362,84419,6824,28320,2964,65857,3175,81780,4854,N,N,38973,3380,29.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X)
1600000US0150000,0150000,"Mobile city, Alabama",77682,2431,47869,2054,27575,2029,29813,2284,11.6,1.6,8.2,1.8,1.5,0.8,19.8,3.2,8.3,1.6,6.5,2.0,2.3,1.8,10.9,2.7,12.9,1.9,10.9,2.1,5.4,1.8,15.3,2.8,11.3,1.5,9.5,1.7,5.3,1.6,14.5,2.8,15.6,1.7,13.2,2.4,13.0,3.1,19.5,2.9,16.0,1.8,18.6,2.4,23.3,3.3,10.2,2.1,10.0,1.7,13.3,2.4,18.6,3.3,4.7,2.2,8.6,1.2,12.8,1.9,19.4,2.9,2.1,0.9,2.4,0.8,2.8,1.0,4.5,1.8,1.4,0.9,3.2,0.7,4.2,1.0,6.7,1.7,1.6,0.9,40153,2255,52122,4212,73138,5831,27610,3060,59288,3830,69160,4799,90094,5636,42050,6281,24.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
1600000US0151000,0151000,"Montgomery city, Alabama",79580,3097,50686,2895,29915,2315,28894,2706,11.6,2.2,9.5,2.5,1.8,1.7,17.6,4.5,6.7,1.6,5.3,2.3,0.7,0.5,9.7,2.6,12.1,2.1,11.5,2.6,6.4,2.4,12.9,3.2,11.8,1.9,10.8,2.4,6.3,1.9,14.9,4.1,14.4,1.8,12.0,2.2,12.1,2.6,16.0,4.1,19.8,2.5,20.4,3.2,26.1,4.3,18.4,4.3,8.4,2.0,10.6,2.7,14.1,4.1,4.1,2.1,9.8,1.5,12.4,2.4,20.1,4.0,4.9,2.4,2.2,0.7,3.2,1.1,5.1,1.9,0.4,0.4,3.2,1.0,4.4,1.5,7.4,2.5,1.1,0.8,43233,2984,51275,4718,71884,3124,31973,2707,58257,2965,67737,4279,N,N,40007,3299,30.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X)
1600000US0177256,0177256,"Tuscaloosa city, Alabama",30100,2026,18165,1525,N,N,11935,1651,14.3,3.0,7.1,3.1,N,N,25.8,6.0,11.3,3.0,8.9,4.0,N,N,15.0,4.3,12.5,2.9,7.9,3.2,N,N,19.6,5.1,12.2,2.6,13.7,4.0,N,N,9.6,3.6,14.8,3.2,16.2,4.5,N,N,12.6,4.4,14.4,3.4,17.3,4.4,N,N,11.0,4.5,8.7,2.7,11.8,4.2,N,N,2.8,1.7,6.6,1.7,9.4,2.4,N,N,3.0,3.1,3.3,1.2,4.6,1.8,N,N,0.5,0.8,1.9,0.9,3.0,1.4,N,N,0.3,0.4,34724,3304,43690,7460,55946,7697,20752,3271,50792,4409,63686,5806,N,N,30313,4923,34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
1600000US0203000,0203000,"Anchorage municipality, Alaska",106651,1720,69657,2974,50414,2559,36994,2562,2.7,0.7,2.1,0.7,1.1,0.7,4.3,1.6,3.2,1.0,1.2,0.8,0.3,0.4,7.0,2.2,5.6,1.1,4.8,1.7,1.7,0.9,8.5,1.9,7.1,1.4,6.3,1.5,2.9,1.1,10.8,3.0,14.7,2.1,12.4,2.3,9.7,2.5,20.5,4.0,18.4,2.1,17.0,2.4,16.7,3.0,19.8,2.9,15.4,1.7,16.1,2.3,18.1,2.7,12.8,3.2,17.3,1.6,20.6,2.5,23.8,3.0,9.8,2.5,9.8,1.6,12.3,2.2,15.8,2.8,3.4,1.8,5.9,1.1,7.2,1.3,9.8,1.9,3.2,1.9,72813,3563,85483,4790,98754,7376,48294,5213,92169,3972,103900,4955,121929,6142,65144,5665,21.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.3,(X)
1600000US0404720,0404720,"Avondale city, Arizona",21810,2480,16965,2003,N,N,N,N,4.3,2.7,5.2,3.5,N,N,N,N,4.1,2.8,4.0,3.2,N,N,N,N,8.5,5.3,9.7,6.5,N,N,N,N,13.6,5.8,11.0,6.1,N,N,N,N,17.3,7.3,13.7,6.9,N,N,N,N,26.9,8.5,30.3,9.3,N,N,N,N,13.0,5.7,12.4,7.1,N,N,N,N,7.3,4.6,7.3,5.1,N,N,N,N,2.1,1.8,2.7,2.3,N,N,N,N,2.8,4.0,3.7,5.2,N,N,N,N,51363,7935,53315,8636,62075,16360,36390,4825,61459,11718,63796,15275,N,N,N,N,35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.2,(X)
