GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,"Households; Estimate; Less than $10,000","Households; Margin of Error; Less than $10,000","Families; Estimate; Less than $10,000","Families; Margin of Error; Less than $10,000","Married-couple families; Estimate; Less than $10,000","Married-couple families; Margin of Error; Less than $10,000","Nonfamily households; Estimate; Less than $10,000","Nonfamily households; Margin of Error; Less than $10,000","Households; Estimate; $10,000 to $14,999","Households; Margin of Error; $10,000 to $14,999","Families; Estimate; $10,000 to $14,999","Families; Margin of Error; $10,000 to $14,999","Married-couple families; Estimate; $10,000 to $14,999","Married-couple families; Margin of Error; $10,000 to $14,999","Nonfamily households; Estimate; $10,000 to $14,999","Nonfamily households; Margin of Error; $10,000 to $14,999","Households; Estimate; $15,000 to $24,999","Households; Margin of Error; $15,000 to $24,999","Families; Estimate; $15,000 to $24,999","Families; Margin of Error; $15,000 to $24,999","Married-couple families; Estimate; $15,000 to $24,999","Married-couple families; Margin of Error; $15,000 to $24,999","Nonfamily households; Estimate; $15,000 to $24,999","Nonfamily households; Margin of Error; $15,000 to $24,999","Households; Estimate; $25,000 to $34,999","Households; Margin of Error; $25,000 to $34,999","Families; Estimate; $25,000 to $34,999","Families; Margin of Error; $25,000 to $34,999","Married-couple families; Estimate; $25,000 to $34,999","Married-couple families; Margin of Error; $25,000 to $34,999","Nonfamily households; Estimate; $25,000 to $34,999","Nonfamily households; Margin of Error; $25,000 to $34,999","Households; Estimate; $35,000 to $49,999","Households; Margin of Error; $35,000 to $49,999","Families; Estimate; $35,000 to $49,999","Families; Margin of Error; $35,000 to $49,999","Married-couple families; Estimate; $35,000 to $49,999","Married-couple families; Margin of Error; $35,000 to $49,999","Nonfamily households; Estimate; $35,000 to $49,999","Nonfamily households; Margin of Error; $35,000 to $49,999","Households; Estimate; $50,000 to $74,999","Households; Margin of Error; $50,000 to $74,999","Families; Estimate; $50,000 to $74,999","Families; Margin of Error; $50,000 to $74,999","Married-couple families; Estimate; $50,000 to $74,999","Married-couple families; Margin of Error; $50,000 to $74,999","Nonfamily households; Estimate; $50,000 to $74,999","Nonfamily households; Margin of Error; $50,000 to $74,999","Households; Estimate; $75,000 to $99,999","Households; Margin of Error; $75,000 to $99,999","Families; Estimate; $75,000 to $99,999","Families; Margin of Error; $75,000 to $99,999","Married-couple families; Estimate; $75,000 to $99,999","Married-couple families; Margin of Error; $75,000 to $99,999","Nonfamily households; Estimate; $75,000 to $99,999","Nonfamily households; Margin of Error; $75,000 to $99,999","Households; Estimate; $100,000 to $149,999","Households; Margin of Error; $100,000 to $149,999","Families; Estimate; $100,000 to $149,999","Families; Margin of Error; $100,000 to $149,999","Married-couple families; Estimate; $100,000 to $149,999","Married-couple families; Margin of Error; $100,000 to $149,999","Nonfamily households; Estimate; $100,000 to $149,999","Nonfamily households; Margin of Error; $100,000 to $149,999","Households; Estimate; $150,000 to $199,999","Households; Margin of Error; $150,000 to $199,999","Families; Estimate; $150,000 to $199,999","Families; Margin of Error; $150,000 to $199,999","Married-couple families; Estimate; $150,000 to $199,999","Married-couple families; Margin of Error; $150,000 to $199,999","Nonfamily households; Estimate; $150,000 to $199,999","Nonfamily households; Margin of Error; $150,000 to $199,999","Households; Estimate; $200,000 or more","Households; Margin of Error; $200,000 or more","Families; Estimate; $200,000 or more","Families; Margin of Error; $200,000 or more","Married-couple families; Estimate; $200,000 or more","Married-couple families; Margin of Error; $200,000 or more","Nonfamily households; Estimate; $200,000 or more","Nonfamily households; Margin of Error; $200,000 or more",Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars),Households; Estimate; Mean income (dollars),Households; Margin of Error; Mean income (dollars),Families; Estimate; Mean income (dollars),Families; Margin of Error; Mean income (dollars),Married-couple families; Estimate; Mean income (dollars),Married-couple families; Margin of Error; Mean income (dollars),Nonfamily households; Estimate; Mean income (dollars),Nonfamily households; Margin of Error; Mean income (dollars),Households; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Households; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Households; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1600000US0107000,0107000,"Birmingham city, Alabama",88556,2920,47561,2103,21349,1981,40995,3351,16.1,1.6,13.6,2.6,3.2,1.6,20.4,2.6,9.0,1.3,8.2,1.8,5.2,2.2,10.5,2.2,16.4,1.8,13.5,2.4,9.9,3.1,19.4,3.0,14.4,1.6,14.2,2.5,11.7,3.1,13.4,2.6,14.5,1.9,15.6,2.9,16.1,3.8,14.3,2.3,14.6,2.3,15.7,2.6,19.5,3.9,12.9,3.1,7.0,1.4,8.1,2.1,14.4,3.8,5.4,1.6,5.7,1.3,7.3,1.7,12.3,3.2,3.1,1.2,1.4,0.7,2.4,1.1,5.3,2.4,0.3,0.3,0.9,0.4,1.4,0.6,2.4,1.2,0.3,0.5,30043,1518,35452,3688,53745,4963,24827,2350,42302,2229,48987,3915,N,N,33314,1991,40.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.9,(X)
1600000US0121184,0121184,"Dothan city, Alabama",25760,932,16321,706,10740,674,9439,797,10.7,1.5,7.6,1.6,1.1,0.7,17.8,3.2,8.8,2.0,5.9,2.3,4.1,3.2,13.9,3.2,13.9,1.9,10.4,2.4,4.9,1.4,20.1,2.5,10.7,1.5,9.7,1.9,6.7,1.9,12.7,2.3,15.5,1.6,15.0,2.2,12.8,2.3,16.6,3.1,15.9,1.7,18.1,2.1,22.4,3.1,10.8,2.2,9.3,1.3,11.8,1.9,16.8,2.8,4.2,2.0,8.8,1.3,12.5,2.0,17.6,2.8,2.4,1.0,3.7,1.1,5.1,1.5,7.5,2.3,1.4,0.9,2.6,0.5,4.1,0.8,6.1,1.2,0.1,0.2,39737,3031,51314,2597,71842,4441,24022,2502,57856,2764,70627,3460,N,N,34322,4421,31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X)
1600000US0135896,0135896,"Hoover city, Alabama",35528,1680,22011,1154,N,N,13517,2086,4.1,1.8,0.7,0.7,N,N,9.7,4.5,2.4,1.2,1.4,1.4,N,N,4.1,3.0,7.9,2.4,2.3,1.6,N,N,16.8,5.9,8.7,2.6,7.7,3.4,N,N,11.3,5.3,11.7,3.6,5.4,2.4,N,N,22.3,7.8,16.7,3.4,14.2,3.7,N,N,19.6,6.4,13.4,2.7,19.3,3.7,N,N,5.8,3.8,18.0,2.3,26.1,3.5,N,N,3.2,1.8,8.6,2.2,11.8,3.0,N,N,3.2,2.4,8.5,1.9,11.0,2.6,N,N,4.0,2.6,72728,7470,97166,10223,112905,10902,39310,6307,95968,6940,118914,9004,N,N,57086,9856,27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X)
1600000US0137000,0137000,"Huntsville city, Alabama",79383,2468,47123,2131,32068,1982,32260,2390,9.9,1.6,7.3,2.2,1.3,0.8,14.0,2.9,8.0,1.8,5.6,2.1,1.9,1.1,11.8,3.1,10.1,1.5,8.2,1.7,5.9,1.7,12.7,3.0,10.8,2.0,7.0,1.8,5.6,1.6,16.2,3.8,11.6,2.1,11.2,2.6,9.3,2.6,12.7,3.1,17.0,1.7,15.9,2.5,17.7,3.3,17.7,2.7,10.4,1.8,12.3,2.2,14.5,3.0,7.7,3.0,12.0,1.9,17.6,2.9,23.0,3.9,3.7,1.4,5.2,1.2,7.1,2.0,10.0,2.8,2.5,1.2,5.0,1.2,7.8,2.0,10.8,2.8,1.0,0.6,49476,3073,65371,5186,87517,5362,32029,2358,70945,4772,89716,7852,N,N,42868,2862,28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.1,(X)
1600000US0150000,0150000,"Mobile city, Alabama",75594,2351,45028,2030,27616,1771,30566,2449,11.0,1.8,6.6,1.8,1.3,0.9,17.5,3.2,7.6,1.2,4.1,1.3,1.6,1.0,13.1,2.7,17.3,2.3,14.1,2.9,6.4,2.1,22.2,4.0,11.6,1.7,11.6,2.2,9.6,2.8,12.3,3.1,14.5,2.1,15.0,2.8,13.8,3.3,14.0,2.9,15.7,1.8,18.5,2.7,23.3,3.9,10.9,2.2,8.3,1.4,10.3,2.3,13.9,3.4,5.2,1.8,9.0,1.5,12.8,2.5,18.9,3.4,3.2,1.2,2.7,0.9,3.7,1.3,5.9,2.1,1.1,1.0,2.2,0.6,3.3,0.9,5.4,1.4,0.5,0.5,37082,2499,48133,3835,70357,6015,23251,2575,53615,2812,66430,4749,N,N,33948,2660,32.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X)
1600000US0151000,0151000,"Montgomery city, Alabama",79190,1829,48565,2508,27066,2156,30625,2659,10.3,1.6,7.6,2.1,1.5,1.1,15.0,3.3,7.6,1.5,6.7,2.3,1.4,0.9,9.4,2.6,12.1,1.7,9.9,2.2,4.8,1.7,15.7,3.6,13.0,1.9,11.1,2.0,9.0,2.3,16.2,3.6,14.0,1.7,12.2,2.2,10.2,2.7,17.4,3.2,16.9,2.2,18.0,3.1,20.3,3.9,15.6,3.4,9.8,1.6,12.3,2.0,16.8,3.1,5.3,2.4,10.4,1.6,13.5,2.4,21.6,3.9,3.9,1.8,3.6,0.9,5.2,1.4,8.4,2.2,0.7,0.5,2.4,0.7,3.6,1.1,5.9,1.8,0.6,0.5,41889,2229,52168,4000,82441,9612,30526,2418,57871,2676,68608,4694,N,N,38811,3383,36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.0,(X)
1600000US0177256,0177256,"Tuscaloosa city, Alabama",33487,1865,19887,1542,N,N,13600,1724,13.3,2.9,6.8,3.1,N,N,24.2,6.1,5.5,2.1,4.0,2.5,N,N,7.8,3.2,15.6,3.4,12.1,3.8,N,N,21.6,5.8,10.7,2.3,13.1,3.9,N,N,7.4,3.0,13.3,3.3,13.9,4.8,N,N,11.4,5.3,16.8,3.2,17.2,4.1,N,N,14.7,4.8,8.9,2.2,8.9,2.8,N,N,9.0,4.1,9.1,2.7,13.1,4.2,N,N,3.3,2.0,2.9,1.1,4.4,1.8,N,N,0.7,0.8,3.9,1.6,6.5,2.8,N,N,0.0,1.1,38247,4188,50107,8612,71672,9066,21777,4100,60930,5716,77904,9683,N,N,35112,3953,42.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.6,(X)
1600000US0203000,0203000,"Anchorage municipality, Alaska",104683,1844,70710,2615,52277,2536,33973,2354,3.0,1.0,2.7,1.1,0.9,0.9,5.2,2.2,2.5,0.7,1.1,0.6,1.0,0.7,6.1,2.2,6.4,1.2,5.6,1.3,2.6,1.4,11.0,2.8,6.7,1.5,5.8,1.7,4.4,1.8,7.8,2.4,10.7,1.4,9.8,2.0,7.2,1.7,15.1,3.4,19.6,1.8,17.8,2.2,16.1,2.3,23.2,3.6,13.8,1.9,14.1,2.4,15.2,2.8,11.0,2.6,21.1,2.0,23.2,2.5,27.7,2.9,14.1,3.0,8.1,1.2,10.5,1.6,13.1,2.1,2.3,1.2,7.9,1.3,9.4,1.8,12.0,2.3,4.2,2.0,76337,3965,86241,5883,103753,4253,55234,5765,97014,4226,104576,4510,119989,5794,74173,7877,24.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.9,(X)
1600000US0404720,0404720,"Avondale city, Arizona",24046,1261,17697,896,N,N,6349,1266,8.6,3.0,4.8,2.8,N,N,20.4,8.0,3.2,1.8,2.4,1.5,N,N,8.1,5.7,8.0,2.6,8.2,2.8,N,N,8.5,5.2,11.0,2.6,10.6,3.0,N,N,10.3,6.1,14.6,3.4,12.0,3.5,N,N,20.6,7.9,24.1,4.4,26.2,5.0,N,N,19.0,7.2,12.5,2.8,14.0,3.2,N,N,8.1,5.0,12.6,2.7,15.3,3.6,N,N,4.1,2.4,5.0,1.6,5.9,2.3,N,N,1.0,1.4,0.5,0.5,0.6,0.6,N,N,0.0,2.6,55664,9833,64943,4082,70995,1832,39405,9346,63616,3983,70607,4737,N,N,39882,5488,43.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),43.9,(X)
