GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC04_EST_VC16,HC04_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17
Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,"Households; Estimate; Total - Less than $10,000","Households; Margin of Error; Total - Less than $10,000","Families; Estimate; Total - Less than $10,000","Families; Margin of Error; Total - Less than $10,000","Married-couple families; Estimate; Total - Less than $10,000","Married-couple families; Margin of Error; Total - Less than $10,000","Nonfamily households; Estimate; Total - Less than $10,000","Nonfamily households; Margin of Error; Total - Less than $10,000","Households; Estimate; Total - $10,000 to $14,999","Households; Margin of Error; Total - $10,000 to $14,999","Families; Estimate; Total - $10,000 to $14,999","Families; Margin of Error; Total - $10,000 to $14,999","Married-couple families; Estimate; Total - $10,000 to $14,999","Married-couple families; Margin of Error; Total - $10,000 to $14,999","Nonfamily households; Estimate; Total - $10,000 to $14,999","Nonfamily households; Margin of Error; Total - $10,000 to $14,999","Households; Estimate; Total - $15,000 to $24,999","Households; Margin of Error; Total - $15,000 to $24,999","Families; Estimate; Total - $15,000 to $24,999","Families; Margin of Error; Total - $15,000 to $24,999","Married-couple families; Estimate; Total - $15,000 to $24,999","Married-couple families; Margin of Error; Total - $15,000 to $24,999","Nonfamily households; Estimate; Total - $15,000 to $24,999","Nonfamily households; Margin of Error; Total - $15,000 to $24,999","Households; Estimate; Total - $25,000 to $34,999","Households; Margin of Error; Total - $25,000 to $34,999","Families; Estimate; Total - $25,000 to $34,999","Families; Margin of Error; Total - $25,000 to $34,999","Married-couple families; Estimate; Total - $25,000 to $34,999","Married-couple families; Margin of Error; Total - $25,000 to $34,999","Nonfamily households; Estimate; Total - $25,000 to $34,999","Nonfamily households; Margin of Error; Total - $25,000 to $34,999","Households; Estimate; Total - $35,000 to $49,999","Households; Margin of Error; Total - $35,000 to $49,999","Families; Estimate; Total - $35,000 to $49,999","Families; Margin of Error; Total - $35,000 to $49,999","Married-couple families; Estimate; Total - $35,000 to $49,999","Married-couple families; Margin of Error; Total - $35,000 to $49,999","Nonfamily households; Estimate; Total - $35,000 to $49,999","Nonfamily households; Margin of Error; Total - $35,000 to $49,999","Households; Estimate; Total - $50,000 to $74,999","Households; Margin of Error; Total - $50,000 to $74,999","Families; Estimate; Total - $50,000 to $74,999","Families; Margin of Error; Total - $50,000 to $74,999","Married-couple families; Estimate; Total - $50,000 to $74,999","Married-couple families; Margin of Error; Total - $50,000 to $74,999","Nonfamily households; Estimate; Total - $50,000 to $74,999","Nonfamily households; Margin of Error; Total - $50,000 to $74,999","Households; Estimate; Total - $75,000 to $99,999","Households; Margin of Error; Total - $75,000 to $99,999","Families; Estimate; Total - $75,000 to $99,999","Families; Margin of Error; Total - $75,000 to $99,999","Married-couple families; Estimate; Total - $75,000 to $99,999","Married-couple families; Margin of Error; Total - $75,000 to $99,999","Nonfamily households; Estimate; Total - $75,000 to $99,999","Nonfamily households; Margin of Error; Total - $75,000 to $99,999","Households; Estimate; Total - $100,000 to $149,999","Households; Margin of Error; Total - $100,000 to $149,999","Families; Estimate; Total - $100,000 to $149,999","Families; Margin of Error; Total - $100,000 to $149,999","Married-couple families; Estimate; Total - $100,000 to $149,999","Married-couple families; Margin of Error; Total - $100,000 to $149,999","Nonfamily households; Estimate; Total - $100,000 to $149,999","Nonfamily households; Margin of Error; Total - $100,000 to $149,999","Households; Estimate; Total - $150,000 to $199,999","Households; Margin of Error; Total - $150,000 to $199,999","Families; Estimate; Total - $150,000 to $199,999","Families; Margin of Error; Total - $150,000 to $199,999","Married-couple families; Estimate; Total - $150,000 to $199,999","Married-couple families; Margin of Error; Total - $150,000 to $199,999","Nonfamily households; Estimate; Total - $150,000 to $199,999","Nonfamily households; Margin of Error; Total - $150,000 to $199,999","Households; Estimate; Total - $200,000 or more","Households; Margin of Error; Total - $200,000 or more","Families; Estimate; Total - $200,000 or more","Families; Margin of Error; Total - $200,000 or more","Married-couple families; Estimate; Total - $200,000 or more","Married-couple families; Margin of Error; Total - $200,000 or more","Nonfamily households; Estimate; Total - $200,000 or more","Nonfamily households; Margin of Error; Total - $200,000 or more",Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars),Households; Estimate; Mean income (dollars),Households; Margin of Error; Mean income (dollars),Families; Estimate; Mean income (dollars),Families; Margin of Error; Mean income (dollars),Married-couple families; Estimate; Mean income (dollars),Married-couple families; Margin of Error; Mean income (dollars),Nonfamily households; Estimate; Mean income (dollars),Nonfamily households; Margin of Error; Mean income (dollars),Households; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Households; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Households; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Households; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Families; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Families; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Married-couple families; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Married-couple families; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Nonfamily households; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Nonfamily households; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1600000US0107000,0107000,"Birmingham city, Alabama",98068,3348,52540,2765,24234,2115,45528,3128,14.9,1.8,9.8,2.1,2.9,1.4,21.1,3.3,8.3,1.4,4.5,1.2,1.6,0.9,12.7,2.7,19.2,2.1,17.7,3.0,8.6,3.2,21.3,3.1,12.2,1.7,12.0,2.3,7.1,2.5,14.1,2.8,16.0,2.0,16.2,3.0,17.7,4.6,15.0,3.0,15.2,1.9,19.9,2.7,27.6,4.9,9.1,2.2,7.1,1.4,10.0,2.2,17.2,4.0,3.4,1.5,4.8,1.2,7.0,2.0,12.3,3.7,2.1,1.2,1.1,0.5,1.0,0.5,1.9,1.2,0.7,0.8,1.2,0.5,1.9,0.9,3.0,1.4,0.4,0.5,30481,2211,39707,3433,59411,3698,22326,1906,43834,2732,53547,4744,75079,8581,31530,3398,27.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X)
1600000US0121184,0121184,"Dothan city, Alabama",25087,893,17356,859,12264,713,7731,715,10.8,1.9,8.1,2.0,1.1,0.7,19.3,4.0,8.7,1.7,5.9,1.9,0.8,0.6,14.8,3.5,13.3,2.0,9.8,1.9,5.9,1.9,20.6,4.7,13.0,2.2,11.9,2.8,11.5,3.0,15.3,3.9,13.9,1.7,15.1,2.5,15.4,2.7,11.4,3.5,14.6,1.9,16.2,2.3,20.2,2.8,11.1,3.7,11.2,1.9,14.0,2.5,18.9,3.5,3.6,1.8,9.0,1.4,11.9,2.1,16.2,2.9,2.4,1.1,3.4,1.0,4.6,1.4,6.5,2.0,0.6,0.6,2.0,0.6,2.5,0.8,3.4,1.2,0.9,1.1,38992,2786,49203,4011,67293,6454,22190,3050,58096,3216,66859,3867,83665,5112,36975,8179,26.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X)
1600000US0135896,0135896,"Hoover city, Alabama",27524,1452,19950,1206,N,N,7574,1276,2.9,1.5,0.5,0.6,N,N,9.1,5.6,3.7,1.6,2.7,1.7,N,N,6.4,4.1,6.4,2.2,2.8,1.6,N,N,17.3,7.6,7.7,2.9,8.4,3.9,N,N,12.2,6.0,11.9,3.2,8.3,3.3,N,N,20.0,7.1,17.9,3.4,15.8,3.5,N,N,17.1,6.6,12.3,2.9,14.4,3.7,N,N,7.5,4.3,17.3,3.2,20.6,3.9,N,N,7.7,3.8,7.6,2.5,10.1,3.3,N,N,0.8,1.3,12.3,2.8,16.4,3.9,N,N,1.7,1.8,74301,7661,94636,7942,106155,10233,37802,7001,104005,8497,124121,11258,N,N,48049,6040,18.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),13.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X)
1600000US0137000,0137000,"Huntsville city, Alabama",75737,2299,45008,2064,30679,2121,30729,1949,7.9,1.7,6.1,2.2,3.6,1.9,11.3,3.3,5.1,1.3,2.7,1.2,0.4,0.7,8.7,2.7,12.3,1.8,8.3,2.1,3.6,1.7,18.2,3.7,9.5,1.6,8.0,2.0,6.5,2.1,11.6,3.0,16.7,2.4,14.0,2.8,9.5,2.7,20.9,4.2,14.3,2.1,15.2,2.5,18.6,3.3,12.3,3.1,11.7,1.9,13.1,2.3,13.2,2.4,9.8,3.3,14.6,1.7,20.9,2.4,28.1,3.2,5.0,1.9,3.7,1.0,5.3,1.6,7.6,2.4,1.2,0.8,4.2,0.9,6.3,1.4,8.7,2.0,1.0,0.7,48786,2400,68104,6721,86141,9757,35131,6546,71775,4513,89455,6867,106722,6864,44796,4034,30.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X)
1600000US0150000,0150000,"Mobile city, Alabama",78891,2711,50051,2364,28958,1897,28840,2658,12.7,1.8,9.8,2.2,2.3,1.3,18.0,3.4,9.0,1.7,5.6,1.6,1.4,0.8,14.9,3.3,16.4,2.0,15.8,2.7,9.5,2.7,17.6,3.4,11.8,2.3,10.3,2.3,7.4,2.3,14.3,4.2,14.8,2.4,14.9,2.8,15.9,4.5,14.4,3.1,16.7,1.9,19.2,2.6,26.2,4.2,13.1,3.0,8.8,1.4,11.0,2.1,15.4,3.3,4.1,1.8,5.6,1.3,7.7,1.9,12.5,3.0,2.0,1.2,1.6,0.5,1.9,0.7,3.2,1.1,0.7,0.6,2.7,0.7,3.8,1.0,6.4,1.6,0.9,0.8,35068,2487,42745,4930,60401,4870,24673,3062,52168,3057,61613,4641,85132,7161,35111,4048,19.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.7,(X)
1600000US0151000,0151000,"Montgomery city, Alabama",81397,2788,50627,2985,29356,2145,30770,2283,8.8,1.7,5.4,2.0,0.4,0.5,16.3,3.4,7.4,1.6,5.9,1.7,0.6,0.6,10.5,3.2,14.4,2.6,12.4,2.7,7.7,3.4,16.7,4.6,12.5,2.0,10.9,2.5,7.2,2.3,14.9,3.1,16.6,2.5,16.0,2.7,15.2,3.3,17.2,4.1,16.6,2.0,16.8,2.6,18.1,3.6,16.2,3.5,11.3,1.6,14.9,2.4,23.2,3.6,4.5,1.6,7.9,1.2,11.3,1.9,16.9,3.2,2.1,1.2,2.6,0.8,3.5,1.0,5.9,1.8,1.2,1.3,1.9,0.6,2.8,0.9,4.7,1.5,0.5,0.8,40568,2679,49243,3662,76836,8500,29385,3338,55176,3421,65563,4703,87978,7750,36756,3111,25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X)
1600000US0177256,0177256,"Tuscaloosa city, Alabama",35106,2198,20320,1614,N,N,14786,1899,18.0,3.4,10.0,4.3,N,N,30.9,7.1,9.4,3.3,5.9,4.2,N,N,13.6,4.8,11.7,2.8,9.8,3.4,N,N,14.2,4.2,10.5,3.7,5.8,2.0,N,N,18.2,7.5,16.5,3.4,19.3,5.1,N,N,11.0,4.6,16.9,3.0,24.0,4.6,N,N,6.5,3.0,5.8,1.7,8.0,2.9,N,N,2.7,1.7,5.6,1.8,7.8,2.8,N,N,2.6,2.0,1.9,0.9,3.0,1.5,N,N,0.3,0.5,3.8,1.3,6.5,2.2,N,N,0.0,1.2,35304,5351,49600,3034,65052,5949,19088,3947,52255,5474,71303,9475,N,N,25407,3603,20.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.4,(X)
1600000US0203000,0203000,"Anchorage municipality, Alaska",104556,1780,69693,2710,50928,2488,34863,2469,3.8,1.0,2.7,1.0,0.3,0.3,7.0,2.3,2.5,0.7,1.3,0.7,0.2,0.2,4.5,1.5,5.3,1.1,4.1,1.4,1.7,0.9,8.0,2.2,8.4,1.5,7.0,1.8,3.4,1.4,13.9,3.3,12.8,1.6,10.4,1.8,7.5,1.8,17.7,3.5,19.5,2.0,18.7,2.1,18.8,2.6,21.4,3.8,16.9,1.8,19.0,2.4,22.8,3.3,10.8,2.9,17.4,1.7,19.6,2.1,23.7,2.7,11.7,2.9,7.5,1.2,9.5,1.7,11.7,2.1,3.3,1.5,6.0,1.0,7.6,1.5,9.9,2.0,1.8,0.9,72832,2345,82574,2733,93879,3036,49194,3687,88622,4346,100071,6117,116557,7677,60973,4359,19.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),18.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.2,(X)
1600000US0404720,0404720,"Avondale city, Arizona",23001,2242,18108,1565,N,N,4893,1550,8.8,4.2,9.8,4.9,N,N,12.3,9.6,2.6,1.7,3.0,2.0,N,N,1.2,2.1,7.2,3.2,7.3,3.6,N,N,12.8,9.5,9.5,3.5,7.9,3.0,N,N,10.1,6.6,16.6,4.8,14.9,5.1,N,N,23.4,12.0,18.7,5.0,20.0,5.5,N,N,17.1,10.1,16.3,3.8,18.1,5.0,N,N,5.9,6.8,17.6,5.2,15.7,5.2,N,N,17.2,12.1,1.5,1.1,1.9,1.3,N,N,0.0,4.3,1.1,1.1,1.4,1.4,N,N,0.0,4.3,58159,8320,60630,6818,67351,12932,40450,8883,64411,4740,64662,5166,N,N,52189,12570,39.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.3,(X)
