GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; White alone,Margin of Error; White alone,Estimate; Black or African American alone,Margin of Error; Black or African American alone,Estimate; American Indian and Alaska Native alone,Margin of Error; American Indian and Alaska Native alone,Estimate; Asian alone,Margin of Error; Asian alone,Estimate; Native Hawaiian and Other Pacific Islander alone,Margin of Error; Native Hawaiian and Other Pacific Islander alone,Estimate; Some other race alone,Margin of Error; Some other race alone,Estimate; Two or more races:,Margin of Error; Two or more races:,Estimate; Two or more races: - Two races including Some other race,Margin of Error; Two or more races: - Two races including Some other race,"Estimate; Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Two or more races: - Two races excluding Some other race, and three or more races"
1600000US0107000,0107000,"Birmingham city, Alabama",210422,9024,50203,4937,151323,7521,104,170,3133,2086,0,271,3513,2382,2146,1299,11,22,2135,1299
1600000US0121184,0121184,"Dothan city, Alabama",65403,2580,43502,2447,19801,1374,155,139,377,197,0,271,361,230,1207,558,163,227,1044,526
1600000US0137000,0137000,"Huntsville city, Alabama",165464,6806,105381,5421,51091,3976,414,269,3703,1282,55,93,963,783,3857,1372,272,222,3585,1358
1600000US0150000,0150000,"Mobile city, Alabama",186759,6812,88262,5245,92961,5333,194,195,2670,1220,0,271,984,645,1688,842,0,271,1688,842
1600000US0151000,0151000,"Montgomery city, Alabama",195793,4519,80087,2885,109118,3260,817,682,2236,767,0,271,1091,810,2444,1249,222,222,2222,1221
1600000US0203000,0203000,"Anchorage municipality, Alaska",279243,*****,195949,2369,16869,2425,14487,1862,17559,1267,3149,429,4067,1381,27163,3458,2245,1440,24918,3037
1600000US0404720,0404720,"Avondale city, Arizona",60946,7982,46270,7292,6806,3938,147,179,2411,1382,0,302,4273,3068,1039,1011,0,302,1039,1011
1600000US0412000,0412000,"Chandler city, Arizona",239019,14242,198574,13494,8287,2451,2287,1242,15901,4709,0,302,5281,1865,8689,2339,1928,822,6761,2108
1600000US0427400,0427400,"Gilbert town, Arizona",179857,12481,149228,11219,5183,2022,796,580,7006,2234,131,217,8192,3307,9321,2885,1155,624,8166,2802
1600000US0427820,0427820,"Glendale city, Arizona",238251,16156,192080,13929,10639,3185,1844,1159,8541,2986,154,245,19248,4555,5745,1584,2356,1103,3389,1174
1600000US0446000,0446000,"Mesa city, Arizona",487194,16920,410307,16204,12551,3265,13071,3673,9636,2849,1220,802,25813,7989,14596,3570,3364,1752,11232,3236
1600000US0454050,0454050,"Peoria city, Arizona",168341,10363,140182,9624,6528,3038,2495,1329,5496,2346,391,470,10520,3569,2729,1316,1112,637,1617,1052
1600000US0455000,0455000,"Phoenix city, Arizona",1525257,26929,1224625,27017,85558,7375,26959,4317,36840,4811,3307,1487,114965,12520,33003,4634,9262,2108,23741,4029
1600000US0465000,0465000,"Scottsdale city, Arizona",222086,10907,201903,10500,2721,1369,3989,2421,8772,2530,15,29,3034,1675,1652,736,95,155,1557,741
1600000US0471510,0471510,"Surprise city, Arizona",118348,9688,92934,8365,4448,2035,2077,1648,2705,1305,392,410,11333,4360,4459,1578,2245,1156,2214,942
1600000US0473000,0473000,"Tempe city, Arizona",165593,12430,136943,11602,7181,3249,5276,2713,7460,2177,647,585,4397,1916,3689,1346,779,505,2910,1293
1600000US0477000,0477000,"Tucson city, Arizona",540104,12430,419937,12373,24006,3548,13705,2886,14659,2227,601,562,49418,7345,17778,3311,4090,1361,13688,2972
1600000US0485540,0485540,"Yuma city, Arizona",106822,5386,74169,5245,2471,1023,1340,935,1752,526,169,286,24852,5454,2069,957,324,325,1745,896
1600000US0523290,0523290,"Fayetteville city, Arkansas",68085,4385,57200,4218,5582,879,213,254,2763,827,261,392,975,1096,1091,624,64,113,1027,622
1600000US0524550,0524550,"Fort Smith city, Arkansas",84292,4025,67444,3902,7515,872,456,303,3823,759,32,54,994,612,4028,1546,373,426,3655,1519
1600000US0541000,0541000,"Little Rock city, Arkansas",186584,7823,93827,5071,77125,6038,489,452,5185,1285,97,155,5454,1864,4407,1466,342,444,4065,1401
1600000US0566080,0566080,"Springdale city, Arkansas",67709,3895,56006,4494,638,611,294,285,1043,807,1247,105,6872,3509,1609,971,84,106,1525,945
1600000US0600562,0600562,"Alameda city, California",73750,5463,40862,4504,4895,2328,39,66,20347,3561,791,1186,1445,835,5371,1392,714,500,4657,1333
1600000US0600884,0600884,"Alhambra city, California",84235,7941,31818,5860,1756,1262,722,719,40884,4686,0,294,7134,2639,1921,1267,530,292,1391,1216
1600000US0602000,0602000,"Anaheim city, California",330795,14269,206809,14453,9954,3066,1301,975,45231,5532,982,853,58821,10314,7697,2029,2166,1094,5531,1679
