GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1600000US0107000,0107000,"Birmingham city, Alabama",211933,903,50047,3880,154377,3596,307,318,1704,720,0,192,3722,1428,1776,802,354,320,1422,744
1600000US0121184,0121184,"Dothan city, Alabama",67296,389,42739,1589,21638,1436,256,144,981,143,0,192,420,405,1262,457,83,71,1179,459
1600000US0135896,0135896,"Hoover city, Alabama",84128,36,59310,3491,16897,3273,590,725,4211,1496,0,192,1918,1495,1202,729,0,192,1202,729
1600000US0137000,0137000,"Huntsville city, Alabama",186416,1101,117148,3835,58720,3943,804,445,3813,1196,156,212,2061,1211,3714,1195,379,406,3335,1098
1600000US0150000,0150000,"Mobile city, Alabama",194879,67,88827,4503,99171,4241,144,139,2829,1482,0,192,970,719,2938,1405,335,370,2603,1320
1600000US0151000,0151000,"Montgomery city, Alabama",201335,22,72867,2629,118085,2197,123,161,3863,1273,0,192,3535,1473,2862,1334,1042,1159,1820,779
1600000US0177256,0177256,"Tuscaloosa city, Alabama",95334,27,46629,2989,43538,2709,130,141,2680,299,0,192,1362,1967,995,453,0,192,995,453
1600000US0203000,0203000,"Anchorage municipality, Alaska",300950,*****,197183,2477,17842,1425,22764,2262,24675,2387,6800,288,5114,2001,26572,4104,1570,1118,25002,4071
1600000US0404720,0404720,"Avondale city, Arizona",78817,40,57766,3565,9396,2595,994,606,2874,1133,89,145,5493,2295,2205,929,388,299,1817,864
1600000US0410670,0410670,"Casas Adobes CDP, Arizona",69653,6178,60364,5762,758,500,373,446,1885,1315,0,203,3681,1126,2592,1213,941,567,1651,1054
1600000US0412000,0412000,"Chandler city, Arizona",249139,59,190254,6212,13132,3232,2571,1596,23219,3669,778,615,8950,2482,10235,2895,1254,732,8981,2747
1600000US0423620,0423620,"Flagstaff city, Arizona",68661,32,49444,2916,2273,612,6560,2129,1236,538,277,355,5498,2081,3373,1123,501,325,2872,1061
1600000US0427400,0427400,"Gilbert town, Arizona",229989,73,195583,3974,5516,1292,883,548,17852,3936,180,153,2901,1171,7074,1468,1293,641,5781,1362
1600000US0427820,0427820,"Glendale city, Arizona",234618,73,188693,4990,12116,2854,6230,3033,7911,2419,300,281,10724,2803,8644,1897,2126,1061,6518,1591
1600000US0428380,0428380,"Goodyear city, Arizona",72862,30,52065,3741,7188,2637,1291,811,4692,1709,130,163,3921,1922,3575,1595,30,49,3545,1597
1600000US0446000,0446000,"Mesa city, Arizona",457595,72,391780,7000,15821,3304,10262,3299,8813,2312,1827,779,16768,4836,12324,2126,2176,719,10148,2150
1600000US0454050,0454050,"Peoria city, Arizona",162617,124,143391,3495,3241,1137,1132,642,5501,1853,413,538,3216,1486,5723,2353,392,283,5331,2370
1600000US0455000,0455000,"Phoenix city, Arizona",1513350,101,1134127,14963,104192,7103,31862,5559,44936,4434,2643,1265,145151,12329,50439,5779,12581,3160,37858,4659
1600000US0464210,0464210,"San Tan Valley CDP, Arizona",93346,5452,78427,5652,5297,2418,884,1169,918,439,1360,434,3854,2286,2606,1474,285,281,2321,1334
1600000US0465000,0465000,"Scottsdale city, Arizona",226909,41,200920,4044,5017,1896,2008,1155,9298,2330,44,76,4458,2196,5164,1818,1343,967,3821,1524
1600000US0471510,0471510,"Surprise city, Arizona",123569,86,105634,3081,6797,2335,738,529,2672,1596,183,243,3821,1664,3724,1314,223,220,3501,1300
1600000US0473000,0473000,"Tempe city, Arizona",168231,36,115657,6119,9080,2876,4476,2276,12949,2601,774,508,18535,5885,6760,1825,872,697,5888,1669
1600000US0477000,0477000,"Tucson city, Arizona",526141,91,379631,9152,27614,2384,15974,3320,16250,2127,1296,622,61572,7900,23804,3725,6916,2547,16888,2787
1600000US0485540,0485540,"Yuma city, Arizona",91915,46,63405,3862,4019,588,456,274,1825,486,0,203,18806,3723,3404,1115,1704,918,1700,575
1600000US0523290,0523290,"Fayetteville city, Arkansas",78967,38,61939,2639,8570,1900,520,345,2150,1086,0,192,3431,1897,2357,970,746,717,1611,598
1600000US0524550,0524550,"Fort Smith city, Arkansas",87654,25,68212,1287,7669,993,695,403,5219,885,0,192,970,777,4889,1193,155,200,4734,1165
1600000US0535710,0535710,"Jonesboro city, Arkansas",71547,26,54265,834,12844,1397,477,182,1083,296,0,192,1042,532,1836,1411,0,192,1836,1411
1600000US0541000,0541000,"Little Rock city, Arkansas",197357,33,102255,4862,81757,4595,641,425,5656,1265,182,300,2522,1913,4344,1589,0,192,4344,1589
