GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1600000US0107000,0107000,"Birmingham city, Alabama",211670,604,47657,4245,158193,4686,593,447,1528,858,0,273,2683,2041,1016,523,161,202,855,480
1600000US0121184,0121184,"Dothan city, Alabama",66121,787,41867,1498,21123,1162,186,143,916,186,0,273,1121,605,908,502,0,273,908,502
1600000US0135896,0135896,"Hoover city, Alabama",80376,2905,57507,4675,11555,3132,235,346,5345,1889,0,273,5524,3100,210,213,94,172,116,142
1600000US0137000,0137000,"Huntsville city, Alabama",181126,1122,114796,3722,53460,4061,434,301,5734,1348,161,145,1384,1090,5157,1936,424,301,4733,1892
1600000US0150000,0150000,"Mobile city, Alabama",195249,35,89418,4157,98746,4003,474,500,2621,1305,53,91,1503,961,2434,886,167,211,2267,864
1600000US0151000,0151000,"Montgomery city, Alabama",206655,4096,78817,2745,115853,3649,571,425,4368,895,90,150,3553,1679,3403,1607,209,278,3194,1597
1600000US0177256,0177256,"Tuscaloosa city, Alabama",90637,32,48895,3657,38870,3618,0,273,861,665,0,273,879,758,1132,638,109,182,1023,654
1600000US0203000,0203000,"Anchorage municipality, Alaska",293227,*****,195553,2116,17874,1147,21787,2373,23986,2408,6388,755,4467,1628,23172,3159,1433,678,21739,3143
1600000US0404720,0404720,"Avondale city, Arizona",76446,33,59236,4130,6888,3225,1039,873,1557,997,189,225,5498,2585,2039,1109,128,152,1911,1095
